source_id,source_name,module_id,module_url,grade,subject,subdomain,module_slug,has_data_xml,has_data_np_xml,page_count,js_asset_count,exercise_asset_count,html_asset_count,data_type,language_type,module_title_en,module_title_ne,discovered_at,last_seen_at,status,notes
EPAATH_grade4__math__algebra_part1,OLE Nepal E-Paath,grade4/math/algebra_part1,https://epaath.olenepal.org/activity/grade4/math/algebra_part1/,4,math,mathematics,algebra_part1,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:06Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__algebra_part1_1_new,OLE Nepal E-Paath,grade4/math/algebra_part1_1_new,https://epaath.olenepal.org/activity/grade4/math/algebra_part1_1_new/,4,math,mathematics,algebra_part1_1_new,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:06Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__algebra_terms_n_exp,OLE Nepal E-Paath,grade4/math/algebra_terms_n_exp,https://epaath.olenepal.org/activity/grade4/math/algebra_terms_n_exp/,4,math,mathematics,algebra_terms_n_exp,1,1,8,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:06Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__algebra_terms_n_exp_new,OLE Nepal E-Paath,grade4/math/algebra_terms_n_exp_new,https://epaath.olenepal.org/activity/grade4/math/algebra_terms_n_exp_new/,4,math,mathematics,algebra_terms_n_exp_new,1,1,8,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:06Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__angle,OLE Nepal E-Paath,grade4/math/angle,https://epaath.olenepal.org/activity/grade4/math/angle/,4,math,mathematics,angle,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:06Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__bill_budget,OLE Nepal E-Paath,grade4/math/bill_budget,https://epaath.olenepal.org/activity/grade4/math/bill_budget/,4,math,mathematics,bill_budget,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:06Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__comparing_fractions,OLE Nepal E-Paath,grade4/math/comparing_fractions,https://epaath.olenepal.org/activity/grade4/math/comparing_fractions/,4,math,mathematics,comparing_fractions,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__fractions,OLE Nepal E-Paath,grade4/math/fractions,https://epaath.olenepal.org/activity/grade4/math/fractions/,4,math,mathematics,fractions,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__mixed_fractions,OLE Nepal E-Paath,grade4/math/mixed_fractions,https://epaath.olenepal.org/activity/grade4/math/mixed_fractions/,4,math,mathematics,mixed_fractions,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__percentage,OLE Nepal E-Paath,grade4/math/percentage,https://epaath.olenepal.org/activity/grade4/math/percentage/,4,math,mathematics,percentage,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__prime_and_composite,OLE Nepal E-Paath,grade4/math/prime_and_composite,https://epaath.olenepal.org/activity/grade4/math/prime_and_composite/,4,math,mathematics,prime_and_composite,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__rounding_off_numbers,OLE Nepal E-Paath,grade4/math/rounding_off_numbers,https://epaath.olenepal.org/activity/grade4/math/rounding_off_numbers/,4,math,mathematics,rounding_off_numbers,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__set,OLE Nepal E-Paath,grade4/math/set,https://epaath.olenepal.org/activity/grade4/math/set/,4,math,mathematics,set,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__math__solid_shapes,OLE Nepal E-Paath,grade4/math/solid_shapes,https://epaath.olenepal.org/activity/grade4/math/solid_shapes/,4,math,mathematics,solid_shapes,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__nepali__bhai_ayo_bhai_ayo,OLE Nepal E-Paath,grade4/nepali/bhai_ayo_bhai_ayo,https://epaath.olenepal.org/activity/grade4/nepali/bhai_ayo_bhai_ayo/,4,nepali,nepali_language,bhai_ayo_bhai_ayo,0,1,4,1,1,5,monolingual_module,ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__nepali__chitti_lekhan,OLE Nepal E-Paath,grade4/nepali/chitti_lekhan,https://epaath.olenepal.org/activity/grade4/nepali/chitti_lekhan/,4,nepali,nepali_language,chitti_lekhan,0,1,6,1,1,7,monolingual_module,ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:50Z,discovered,
EPAATH_grade4__nepali__ekbachan_bahubachan,OLE Nepal E-Paath,grade4/nepali/ekbachan_bahubachan,https://epaath.olenepal.org/activity/grade4/nepali/ekbachan_bahubachan/,4,nepali,nepali_language,ekbachan_bahubachan,0,1,5,1,1,6,monolingual_module,ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__gaijatra,OLE Nepal E-Paath,grade4/nepali/gaijatra,https://epaath.olenepal.org/activity/grade4/nepali/gaijatra/,4,nepali,nepali_language,gaijatra,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__jaibik_kheti,OLE Nepal E-Paath,grade4/nepali/jaibik_kheti,https://epaath.olenepal.org/activity/grade4/nepali/jaibik_kheti/,4,nepali,nepali_language,jaibik_kheti,0,1,3,1,1,4,monolingual_module,ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__makaiko_roti,OLE Nepal E-Paath,grade4/nepali/makaiko_roti,https://epaath.olenepal.org/activity/grade4/nepali/makaiko_roti/,4,nepali,nepali_language,makaiko_roti,1,1,7,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__paaplagcha,OLE Nepal E-Paath,grade4/nepali/paaplagcha,https://epaath.olenepal.org/activity/grade4/nepali/paaplagcha/,4,nepali,nepali_language,paaplagcha,0,1,4,1,1,5,monolingual_module,ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__padhne_bani,OLE Nepal E-Paath,grade4/nepali/padhne_bani,https://epaath.olenepal.org/activity/grade4/nepali/padhne_bani/,4,nepali,nepali_language,padhne_bani,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:07Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__poster_and_bhitteypatra,OLE Nepal E-Paath,grade4/nepali/poster_and_bhitteypatra,https://epaath.olenepal.org/activity/grade4/nepali/poster_and_bhitteypatra/,4,nepali,nepali_language,poster_and_bhitteypatra,0,1,6,1,1,7,monolingual_module,ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__pulinga_strilinga,OLE Nepal E-Paath,grade4/nepali/pulinga_strilinga,https://epaath.olenepal.org/activity/grade4/nepali/pulinga_strilinga/,4,nepali,nepali_language,pulinga_strilinga,0,1,5,1,1,6,monolingual_module,ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__nepali__punctuation,OLE Nepal E-Paath,grade4/nepali/punctuation,https://epaath.olenepal.org/activity/grade4/nepali/punctuation/,4,nepali,nepali_language,punctuation,0,1,5,1,1,6,monolingual_module,ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__animals_on_land_water,OLE Nepal E-Paath,grade4/science/animals_on_land_water,https://epaath.olenepal.org/activity/grade4/science/animals_on_land_water/,4,science,science,animals_on_land_water,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__cleanliness,OLE Nepal E-Paath,grade4/science/cleanliness,https://epaath.olenepal.org/activity/grade4/science/cleanliness/,4,science,science,cleanliness,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__communication,OLE Nepal E-Paath,grade4/science/communication,https://epaath.olenepal.org/activity/grade4/science/communication/,4,science,science,communication,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__conductivity_new,OLE Nepal E-Paath,grade4/science/conductivity_new,https://epaath.olenepal.org/activity/grade4/science/conductivity_new/,4,science,science,conductivity_new,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__different_stages_of_plants,OLE Nepal E-Paath,grade4/science/different_stages_of_plants,https://epaath.olenepal.org/activity/grade4/science/different_stages_of_plants/,4,science,science,different_stages_of_plants,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__egglaying,OLE Nepal E-Paath,grade4/science/egglaying,https://epaath.olenepal.org/activity/grade4/science/egglaying/,4,science,science,egglaying,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__egglaying_new,OLE Nepal E-Paath,grade4/science/egglaying_new,https://epaath.olenepal.org/activity/grade4/science/egglaying_new/,4,science,science,egglaying_new,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__electricity_sources,OLE Nepal E-Paath,grade4/science/electricity_sources,https://epaath.olenepal.org/activity/grade4/science/electricity_sources/,4,science,science,electricity_sources,1,1,9,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__energy,OLE Nepal E-Paath,grade4/science/energy,https://epaath.olenepal.org/activity/grade4/science/energy/,4,science,science,energy,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__informationtech,OLE Nepal E-Paath,grade4/science/informationtech,https://epaath.olenepal.org/activity/grade4/science/informationtech/,4,science,science,informationtech,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__life_processes,OLE Nepal E-Paath,grade4/science/life_processes,https://epaath.olenepal.org/activity/grade4/science/life_processes/,4,science,science,life_processes,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__local_tech,OLE Nepal E-Paath,grade4/science/local_tech,https://epaath.olenepal.org/activity/grade4/science/local_tech/,4,science,science,local_tech,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:08Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__magnet_new,OLE Nepal E-Paath,grade4/science/magnet_new,https://epaath.olenepal.org/activity/grade4/science/magnet_new/,4,science,science,magnet_new,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__matters,OLE Nepal E-Paath,grade4/science/matters,https://epaath.olenepal.org/activity/grade4/science/matters/,4,science,science,matters,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__matters_new,OLE Nepal E-Paath,grade4/science/matters_new,https://epaath.olenepal.org/activity/grade4/science/matters_new/,4,science,science,matters_new,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__nutritiousfood,OLE Nepal E-Paath,grade4/science/nutritiousfood,https://epaath.olenepal.org/activity/grade4/science/nutritiousfood/,4,science,science,nutritiousfood,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__plants_land_water,OLE Nepal E-Paath,grade4/science/plants_land_water,https://epaath.olenepal.org/activity/grade4/science/plants_land_water/,4,science,science,plants_land_water,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__solar_system,OLE Nepal E-Paath,grade4/science/solar_system,https://epaath.olenepal.org/activity/grade4/science/solar_system/,4,science,science,solar_system,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__the_earth,OLE Nepal E-Paath,grade4/science/the_earth,https://epaath.olenepal.org/activity/grade4/science/the_earth/,4,science,science,the_earth,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__vertebrates_invertebrates,OLE Nepal E-Paath,grade4/science/vertebrates_invertebrates,https://epaath.olenepal.org/activity/grade4/science/vertebrates_invertebrates/,4,science,science,vertebrates_invertebrates,1,1,8,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__vertebrates_invertebrates_new,OLE Nepal E-Paath,grade4/science/vertebrates_invertebrates_new,https://epaath.olenepal.org/activity/grade4/science/vertebrates_invertebrates_new/,4,science,science,vertebrates_invertebrates_new,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade4__science__water_cycle,OLE Nepal E-Paath,grade4/science/water_cycle,https://epaath.olenepal.org/activity/grade4/science/water_cycle/,4,science,science,water_cycle,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:51Z,discovered,
EPAATH_grade5__english__describing_locations,OLE Nepal E-Paath,grade5/english/describing_locations,https://epaath.olenepal.org/activity/grade5/english/describing_locations/,5,english,english_language,describing_locations,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__describing_people,OLE Nepal E-Paath,grade5/english/describing_people,https://epaath.olenepal.org/activity/grade5/english/describing_people/,5,english,english_language,describing_people,1,1,6,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:09Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__expressing_reasons,OLE Nepal E-Paath,grade5/english/expressing_reasons,https://epaath.olenepal.org/activity/grade5/english/expressing_reasons/,5,english,english_language,expressing_reasons,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__expressing_wants,OLE Nepal E-Paath,grade5/english/expressing_wants,https://epaath.olenepal.org/activity/grade5/english/expressing_wants/,5,english,english_language,expressing_wants,1,1,6,1,0,9,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__future,OLE Nepal E-Paath,grade5/english/future,https://epaath.olenepal.org/activity/grade5/english/future/,5,english,english_language,future,1,0,6,1,1,7,monolingual_module,en,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__gaurika_mira,OLE Nepal E-Paath,grade5/english/gaurika_mira,https://epaath.olenepal.org/activity/grade5/english/gaurika_mira/,5,english,english_language,gaurika_mira,1,0,3,1,1,4,monolingual_module,en,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__little_red_riding_hood,OLE Nepal E-Paath,grade5/english/little_red_riding_hood,https://epaath.olenepal.org/activity/grade5/english/little_red_riding_hood/,5,english,english_language,little_red_riding_hood,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__lrrh_2,OLE Nepal E-Paath,grade5/english/lrrh_2,https://epaath.olenepal.org/activity/grade5/english/lrrh_2/,5,english,english_language,lrrh_2,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__possessive_pronouns,OLE Nepal E-Paath,grade5/english/possessive_pronouns,https://epaath.olenepal.org/activity/grade5/english/possessive_pronouns/,5,english,english_language,possessive_pronouns,1,1,9,1,1,11,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__reading_diagrams,OLE Nepal E-Paath,grade5/english/reading_diagrams,https://epaath.olenepal.org/activity/grade5/english/reading_diagrams/,5,english,english_language,reading_diagrams,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__reading_menu,OLE Nepal E-Paath,grade5/english/reading_menu,https://epaath.olenepal.org/activity/grade5/english/reading_menu/,5,english,english_language,reading_menu,1,0,4,1,1,5,monolingual_module,en,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__seasons_time,OLE Nepal E-Paath,grade5/english/seasons_time,https://epaath.olenepal.org/activity/grade5/english/seasons_time/,5,english,english_language,seasons_time,1,0,6,1,1,7,monolingual_module,en,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__english__tag_questions,OLE Nepal E-Paath,grade5/english/tag_questions,https://epaath.olenepal.org/activity/grade5/english/tag_questions/,5,english,english_language,tag_questions,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__health__balanced_diet,OLE Nepal E-Paath,grade5/health/balanced_diet,https://epaath.olenepal.org/activity/grade5/health/balanced_diet/,5,health,health,balanced_diet,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__health__menstruation,OLE Nepal E-Paath,grade5/health/menstruation,https://epaath.olenepal.org/activity/grade5/health/menstruation/,5,health,health,menstruation,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__health__personal_hygiene,OLE Nepal E-Paath,grade5/health/personal_hygiene,https://epaath.olenepal.org/activity/grade5/health/personal_hygiene/,5,health,health,personal_hygiene,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:10Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebra_app_of_equations,OLE Nepal E-Paath,grade5/math/algebra_app_of_equations,https://epaath.olenepal.org/activity/grade5/math/algebra_app_of_equations/,5,math,mathematics,algebra_app_of_equations,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebra_app_of_equations_new,OLE Nepal E-Paath,grade5/math/algebra_app_of_equations_new,https://epaath.olenepal.org/activity/grade5/math/algebra_app_of_equations_new/,5,math,mathematics,algebra_app_of_equations_new,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebra_equation,OLE Nepal E-Paath,grade5/math/algebra_equation,https://epaath.olenepal.org/activity/grade5/math/algebra_equation/,5,math,mathematics,algebra_equation,1,1,9,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebra_equation_new,OLE Nepal E-Paath,grade5/math/algebra_equation_new,https://epaath.olenepal.org/activity/grade5/math/algebra_equation_new/,5,math,mathematics,algebra_equation_new,1,1,9,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebra_like_unlike_terms,OLE Nepal E-Paath,grade5/math/algebra_like_unlike_terms,https://epaath.olenepal.org/activity/grade5/math/algebra_like_unlike_terms/,5,math,mathematics,algebra_like_unlike_terms,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebra_terms_n_exp,OLE Nepal E-Paath,grade5/math/algebra_terms_n_exp,https://epaath.olenepal.org/activity/grade5/math/algebra_terms_n_exp/,5,math,mathematics,algebra_terms_n_exp,1,1,8,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebric_expressions_part1,OLE Nepal E-Paath,grade5/math/algebric_expressions_part1,https://epaath.olenepal.org/activity/grade5/math/algebric_expressions_part1/,5,math,mathematics,algebric_expressions_part1,1,1,10,1,1,11,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__algebric_expressions_part1_new,OLE Nepal E-Paath,grade5/math/algebric_expressions_part1_new,https://epaath.olenepal.org/activity/grade5/math/algebric_expressions_part1_new/,5,math,mathematics,algebric_expressions_part1_new,1,1,10,1,1,11,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__area,OLE Nepal E-Paath,grade5/math/area,https://epaath.olenepal.org/activity/grade5/math/area/,5,math,mathematics,area,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__bill_budget,OLE Nepal E-Paath,grade5/math/bill_budget,https://epaath.olenepal.org/activity/grade5/math/bill_budget/,5,math,mathematics,bill_budget,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__fractions,OLE Nepal E-Paath,grade5/math/fractions,https://epaath.olenepal.org/activity/grade5/math/fractions/,5,math,mathematics,fractions,1,1,3,1,1,4,bilingual_module,en-ne,Fractions,भिन्न,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,review_ready,
EPAATH_grade5__math__meas_of_angles,OLE Nepal E-Paath,grade5/math/meas_of_angles,https://epaath.olenepal.org/activity/grade5/math/meas_of_angles/,5,math,mathematics,meas_of_angles,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__mixed_word_problems,OLE Nepal E-Paath,grade5/math/mixed_word_problems,https://epaath.olenepal.org/activity/grade5/math/mixed_word_problems/,5,math,mathematics,mixed_word_problems,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__percentage,OLE Nepal E-Paath,grade5/math/percentage,https://epaath.olenepal.org/activity/grade5/math/percentage/,5,math,mathematics,percentage,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__set,OLE Nepal E-Paath,grade5/math/set,https://epaath.olenepal.org/activity/grade5/math/set/,5,math,mathematics,set,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:52Z,discovered,
EPAATH_grade5__math__simple_interest,OLE Nepal E-Paath,grade5/math/simple_interest,https://epaath.olenepal.org/activity/grade5/math/simple_interest/,5,math,mathematics,simple_interest,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__math__simple_interest1,OLE Nepal E-Paath,grade5/math/simple_interest1,https://epaath.olenepal.org/activity/grade5/math/simple_interest1/,5,math,mathematics,simple_interest1,1,1,7,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__math__unitary_method,OLE Nepal E-Paath,grade5/math/unitary_method,https://epaath.olenepal.org/activity/grade5/math/unitary_method/,5,math,mathematics,unitary_method,1,1,7,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:11Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__balanced_diet,OLE Nepal E-Paath,grade5/science/balanced_diet,https://epaath.olenepal.org/activity/grade5/science/balanced_diet/,5,science,science,balanced_diet,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__cls_of_invert,OLE Nepal E-Paath,grade5/science/cls_of_invert,https://epaath.olenepal.org/activity/grade5/science/cls_of_invert/,5,science,science,cls_of_invert,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__cls_of_invert_new,OLE Nepal E-Paath,grade5/science/cls_of_invert_new,https://epaath.olenepal.org/activity/grade5/science/cls_of_invert_new/,5,science,science,cls_of_invert_new,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__cls_of_vert,OLE Nepal E-Paath,grade5/science/cls_of_vert,https://epaath.olenepal.org/activity/grade5/science/cls_of_vert/,5,science,science,cls_of_vert,1,1,8,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__cls_of_vert_new,OLE Nepal E-Paath,grade5/science/cls_of_vert_new,https://epaath.olenepal.org/activity/grade5/science/cls_of_vert_new/,5,science,science,cls_of_vert_new,1,1,8,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__communication,OLE Nepal E-Paath,grade5/science/communication,https://epaath.olenepal.org/activity/grade5/science/communication/,5,science,science,communication,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__communication_new,OLE Nepal E-Paath,grade5/science/communication_new,https://epaath.olenepal.org/activity/grade5/science/communication_new/,5,science,science,communication_new,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__conservation_of_environment,OLE Nepal E-Paath,grade5/science/conservation_of_environment,https://epaath.olenepal.org/activity/grade5/science/conservation_of_environment/,5,science,science,conservation_of_environment,1,1,7,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
EPAATH_grade5__science__electriccircuit_new_grade5,OLE Nepal E-Paath,grade5/science/electriccircuit_new_grade5,https://epaath.olenepal.org/activity/grade5/science/electriccircuit_new_grade5/,5,science,science,electriccircuit_new_grade5,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:12Z,2026-05-19T04:56:53Z,discovered,
