source_id,source_name,module_id,module_url,grade,subject,subdomain,module_slug,has_data_xml,has_data_np_xml,page_count,js_asset_count,exercise_asset_count,html_asset_count,data_type,language_type,module_title_en,module_title_ne,discovered_at,last_seen_at,status,notes
EPAATH_grade2__math__word_problems_new,OLE Nepal E-Paath,grade2/math/word_problems_new,https://epaath.olenepal.org/activity/grade2/math/word_problems_new/,2,math,mathematics,word_problems_new,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:56Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__aghiaghiroti,OLE Nepal E-Paath,grade2/nepali/aghiaghiroti,https://epaath.olenepal.org/activity/grade2/nepali/aghiaghiroti/,2,nepali,nepali_language,aghiaghiroti,0,1,2,1,1,3,monolingual_module,ne,,,2026-05-19T04:37:56Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__agyakari_banau,OLE Nepal E-Paath,grade2/nepali/agyakari_banau,https://epaath.olenepal.org/activity/grade2/nepali/agyakari_banau/,2,nepali,nepali_language,agyakari_banau,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__chakchake_chartikala,OLE Nepal E-Paath,grade2/nepali/chakchake_chartikala,https://epaath.olenepal.org/activity/grade2/nepali/chakchake_chartikala/,2,nepali,nepali_language,chakchake_chartikala,1,1,5,1,0,6,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__chandrabindu_new,OLE Nepal E-Paath,grade2/nepali/chandrabindu_new,https://epaath.olenepal.org/activity/grade2/nepali/chandrabindu_new/,2,nepali,nepali_language,chandrabindu_new,0,1,3,1,1,4,monolingual_module,ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__dui_daure,OLE Nepal E-Paath,grade2/nepali/dui_daure,https://epaath.olenepal.org/activity/grade2/nepali/dui_daure/,2,nepali,nepali_language,dui_daure,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__ek_anek,OLE Nepal E-Paath,grade2/nepali/ek_anek,https://epaath.olenepal.org/activity/grade2/nepali/ek_anek/,2,nepali,nepali_language,ek_anek,1,1,4,1,0,5,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__ekxin_eta_aau,OLE Nepal E-Paath,grade2/nepali/ekxin_eta_aau,https://epaath.olenepal.org/activity/grade2/nepali/ekxin_eta_aau/,2,nepali,nepali_language,ekxin_eta_aau,0,1,4,1,1,5,monolingual_module,ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__gau_sahar,OLE Nepal E-Paath,grade2/nepali/gau_sahar,https://epaath.olenepal.org/activity/grade2/nepali/gau_sahar/,2,nepali,nepali_language,gau_sahar,1,1,4,1,0,5,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__ghaghariko_polto,OLE Nepal E-Paath,grade2/nepali/ghaghariko_polto,https://epaath.olenepal.org/activity/grade2/nepali/ghaghariko_polto/,2,nepali,nepali_language,ghaghariko_polto,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__ghumfir,OLE Nepal E-Paath,grade2/nepali/ghumfir,https://epaath.olenepal.org/activity/grade2/nepali/ghumfir/,2,nepali,nepali_language,ghumfir,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__hamro_vidhlaya,OLE Nepal E-Paath,grade2/nepali/hamro_vidhlaya,https://epaath.olenepal.org/activity/grade2/nepali/hamro_vidhlaya/,2,nepali,nepali_language,hamro_vidhlaya,1,1,5,1,0,6,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__jhuto_nabola,OLE Nepal E-Paath,grade2/nepali/jhuto_nabola,https://epaath.olenepal.org/activity/grade2/nepali/jhuto_nabola/,2,nepali,nepali_language,jhuto_nabola,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__kachuwa_ra_kharayo,OLE Nepal E-Paath,grade2/nepali/kachuwa_ra_kharayo,https://epaath.olenepal.org/activity/grade2/nepali/kachuwa_ra_kharayo/,2,nepali,nepali_language,kachuwa_ra_kharayo,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__nachyo_jureli,OLE Nepal E-Paath,grade2/nepali/nachyo_jureli,https://epaath.olenepal.org/activity/grade2/nepali/nachyo_jureli/,2,nepali,nepali_language,nachyo_jureli,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__paisa_ko_pir,OLE Nepal E-Paath,grade2/nepali/paisa_ko_pir,https://epaath.olenepal.org/activity/grade2/nepali/paisa_ko_pir/,2,nepali,nepali_language,paisa_ko_pir,1,1,3,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__pulinga_strilinga,OLE Nepal E-Paath,grade2/nepali/pulinga_strilinga,https://epaath.olenepal.org/activity/grade2/nepali/pulinga_strilinga/,2,nepali,nepali_language,pulinga_strilinga,0,1,3,1,1,4,monolingual_module,ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__nepali__sinha_musa,OLE Nepal E-Paath,grade2/nepali/sinha_musa,https://epaath.olenepal.org/activity/grade2/nepali/sinha_musa/,2,nepali,nepali_language,sinha_musa,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__animal_s_home,OLE Nepal E-Paath,grade2/science/animal's_home,https://epaath.olenepal.org/activity/grade2/science/animal's_home/,2,science,science,animal's_home,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:57Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__animal_food,OLE Nepal E-Paath,grade2/science/animal_food,https://epaath.olenepal.org/activity/grade2/science/animal_food/,2,science,science,animal_food,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__asal_habit,OLE Nepal E-Paath,grade2/science/asal_habit,https://epaath.olenepal.org/activity/grade2/science/asal_habit/,2,science,science,asal_habit,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__char_of_animals,OLE Nepal E-Paath,grade2/science/char_of_animals,https://epaath.olenepal.org/activity/grade2/science/char_of_animals/,2,science,science,char_of_animals,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__colours_of_sunlight,OLE Nepal E-Paath,grade2/science/colours_of_sunlight,https://epaath.olenepal.org/activity/grade2/science/colours_of_sunlight/,2,science,science,colours_of_sunlight,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__communication_new,OLE Nepal E-Paath,grade2/science/communication_new,https://epaath.olenepal.org/activity/grade2/science/communication_new/,2,science,science,communication_new,1,1,6,1,0,7,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__day_and_night,OLE Nepal E-Paath,grade2/science/day_and_night,https://epaath.olenepal.org/activity/grade2/science/day_and_night/,2,science,science,day_and_night,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:45Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__domestic_and_wild,OLE Nepal E-Paath,grade2/science/domestic_and_wild,https://epaath.olenepal.org/activity/grade2/science/domestic_and_wild/,2,science,science,domestic_and_wild,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__electricity_new,OLE Nepal E-Paath,grade2/science/electricity_new,https://epaath.olenepal.org/activity/grade2/science/electricity_new/,2,science,science,electricity_new,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__first_aid,OLE Nepal E-Paath,grade2/science/first_aid,https://epaath.olenepal.org/activity/grade2/science/first_aid/,2,science,science,first_aid,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__food_from_animals_plants,OLE Nepal E-Paath,grade2/science/food_from_animals_plants,https://epaath.olenepal.org/activity/grade2/science/food_from_animals_plants/,2,science,science,food_from_animals_plants,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__foods_i_eat,OLE Nepal E-Paath,grade2/science/foods_i_eat,https://epaath.olenepal.org/activity/grade2/science/foods_i_eat/,2,science,science,foods_i_eat,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__hand_washing,OLE Nepal E-Paath,grade2/science/hand_washing,https://epaath.olenepal.org/activity/grade2/science/hand_washing/,2,science,science,hand_washing,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__heat_and_light,OLE Nepal E-Paath,grade2/science/heat_and_light,https://epaath.olenepal.org/activity/grade2/science/heat_and_light/,2,science,science,heat_and_light,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__income_and_expenditure2,OLE Nepal E-Paath,grade2/science/income_and_expenditure2,https://epaath.olenepal.org/activity/grade2/science/income_and_expenditure2/,2,science,science,income_and_expenditure2,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__jobs_we_do,OLE Nepal E-Paath,grade2/science/jobs_we_do,https://epaath.olenepal.org/activity/grade2/science/jobs_we_do/,2,science,science,jobs_we_do,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__living_and_nonliving,OLE Nepal E-Paath,grade2/science/living_and_nonliving,https://epaath.olenepal.org/activity/grade2/science/living_and_nonliving/,2,science,science,living_and_nonliving,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__magnet_new_a,OLE Nepal E-Paath,grade2/science/magnet_new_a,https://epaath.olenepal.org/activity/grade2/science/magnet_new_a/,2,science,science,magnet_new_a,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__our_environment,OLE Nepal E-Paath,grade2/science/our_environment,https://epaath.olenepal.org/activity/grade2/science/our_environment/,2,science,science,our_environment,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:58Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__personal_hygiene,OLE Nepal E-Paath,grade2/science/personal_hygiene,https://epaath.olenepal.org/activity/grade2/science/personal_hygiene/,2,science,science,personal_hygiene,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__properties_of_objects_new,OLE Nepal E-Paath,grade2/science/properties_of_objects_new,https://epaath.olenepal.org/activity/grade2/science/properties_of_objects_new/,2,science,science,properties_of_objects_new,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__rastrya_chinha_new,OLE Nepal E-Paath,grade2/science/rastrya_chinha_new,https://epaath.olenepal.org/activity/grade2/science/rastrya_chinha_new/,2,science,science,rastrya_chinha_new,1,1,5,1,0,6,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__safety,OLE Nepal E-Paath,grade2/science/safety,https://epaath.olenepal.org/activity/grade2/science/safety/,2,science,science,safety,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__shadow,OLE Nepal E-Paath,grade2/science/shadow,https://epaath.olenepal.org/activity/grade2/science/shadow/,2,science,science,shadow,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__simple_machine_new,OLE Nepal E-Paath,grade2/science/simple_machine_new,https://epaath.olenepal.org/activity/grade2/science/simple_machine_new/,2,science,science,simple_machine_new,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__types_of_plant,OLE Nepal E-Paath,grade2/science/types_of_plant,https://epaath.olenepal.org/activity/grade2/science/types_of_plant/,2,science,science,types_of_plant,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__types_of_plant_new,OLE Nepal E-Paath,grade2/science/types_of_plant_new,https://epaath.olenepal.org/activity/grade2/science/types_of_plant_new/,2,science,science,types_of_plant_new,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade2__science__weather_new,OLE Nepal E-Paath,grade2/science/weather_new,https://epaath.olenepal.org/activity/grade2/science/weather_new/,2,science,science,weather_new,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__animal_in_my_village,OLE Nepal E-Paath,grade3/english/animal_in_my_village,https://epaath.olenepal.org/activity/grade3/english/animal_in_my_village/,3,english,english_language,animal_in_my_village,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__animals_and_insects,OLE Nepal E-Paath,grade3/english/animals_and_insects,https://epaath.olenepal.org/activity/grade3/english/animals_and_insects/,3,english,english_language,animals_and_insects,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__apologizing,OLE Nepal E-Paath,grade3/english/apologizing,https://epaath.olenepal.org/activity/grade3/english/apologizing/,3,english,english_language,apologizing,1,1,7,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__cancant,OLE Nepal E-Paath,grade3/english/cancant,https://epaath.olenepal.org/activity/grade3/english/cancant/,3,english,english_language,cancant,1,0,5,1,1,5,monolingual_module,en,,,2026-05-19T04:37:59Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__consonant_blends,OLE Nepal E-Paath,grade3/english/consonant_blends,https://epaath.olenepal.org/activity/grade3/english/consonant_blends/,3,english,english_language,consonant_blends,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__create_and_read_complex_word,OLE Nepal E-Paath,grade3/english/create_and_read_complex_word,https://epaath.olenepal.org/activity/grade3/english/create_and_read_complex_word/,3,english,english_language,create_and_read_complex_word,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__describing_future,OLE Nepal E-Paath,grade3/english/describing_future,https://epaath.olenepal.org/activity/grade3/english/describing_future/,3,english,english_language,describing_future,1,1,6,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__describing_oneself,OLE Nepal E-Paath,grade3/english/describing_oneself,https://epaath.olenepal.org/activity/grade3/english/describing_oneself/,3,english,english_language,describing_oneself,1,1,4,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__diphthongs,OLE Nepal E-Paath,grade3/english/diphthongs,https://epaath.olenepal.org/activity/grade3/english/diphthongs/,3,english,english_language,diphthongs,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__fun_with_sentence,OLE Nepal E-Paath,grade3/english/fun_with_sentence,https://epaath.olenepal.org/activity/grade3/english/fun_with_sentence/,3,english,english_language,fun_with_sentence,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:46Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__giving_directions,OLE Nepal E-Paath,grade3/english/giving_directions,https://epaath.olenepal.org/activity/grade3/english/giving_directions/,3,english,english_language,giving_directions,1,1,3,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__numbers,OLE Nepal E-Paath,grade3/english/numbers,https://epaath.olenepal.org/activity/grade3/english/numbers/,3,english,english_language,numbers,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__one_animal_many_animals,OLE Nepal E-Paath,grade3/english/one_animal_many_animals,https://epaath.olenepal.org/activity/grade3/english/one_animal_many_animals/,3,english,english_language,one_animal_many_animals,1,0,5,1,1,6,monolingual_module,en,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__pronoun,OLE Nepal E-Paath,grade3/english/pronoun,https://epaath.olenepal.org/activity/grade3/english/pronoun/,3,english,english_language,pronoun,1,1,8,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__punctuation,OLE Nepal E-Paath,grade3/english/punctuation,https://epaath.olenepal.org/activity/grade3/english/punctuation/,3,english,english_language,punctuation,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__reading_messages_new,OLE Nepal E-Paath,grade3/english/reading_messages_new,https://epaath.olenepal.org/activity/grade3/english/reading_messages_new/,3,english,english_language,reading_messages_new,1,0,3,1,1,4,monolingual_module,en,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__seasons,OLE Nepal E-Paath,grade3/english/seasons,https://epaath.olenepal.org/activity/grade3/english/seasons/,3,english,english_language,seasons,1,0,5,1,1,6,monolingual_module,en,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__telephoneconversation,OLE Nepal E-Paath,grade3/english/telephoneconversation,https://epaath.olenepal.org/activity/grade3/english/telephoneconversation/,3,english,english_language,telephoneconversation,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__tell_time,OLE Nepal E-Paath,grade3/english/tell_time,https://epaath.olenepal.org/activity/grade3/english/tell_time/,3,english,english_language,tell_time,1,0,7,1,1,8,monolingual_module,en,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__english__voc_verbs,OLE Nepal E-Paath,grade3/english/voc_verbs,https://epaath.olenepal.org/activity/grade3/english/voc_verbs/,3,english,english_language,voc_verbs,1,0,3,1,1,4,monolingual_module,en,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__addition,OLE Nepal E-Paath,grade3/math/addition,https://epaath.olenepal.org/activity/grade3/math/addition/,3,math,mathematics,addition,1,1,7,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__addition_new,OLE Nepal E-Paath,grade3/math/addition_new,https://epaath.olenepal.org/activity/grade3/math/addition_new/,3,math,mathematics,addition_new,1,1,7,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__algebra,OLE Nepal E-Paath,grade3/math/algebra,https://epaath.olenepal.org/activity/grade3/math/algebra/,3,math,mathematics,algebra,1,1,7,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:00Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__angle,OLE Nepal E-Paath,grade3/math/angle,https://epaath.olenepal.org/activity/grade3/math/angle/,3,math,mathematics,angle,1,1,4,1,1,4,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__area_new,OLE Nepal E-Paath,grade3/math/area_new,https://epaath.olenepal.org/activity/grade3/math/area_new/,3,math,mathematics,area_new,1,1,5,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__arranging_numbers_new,OLE Nepal E-Paath,grade3/math/arranging_numbers_new,https://epaath.olenepal.org/activity/grade3/math/arranging_numbers_new/,3,math,mathematics,arranging_numbers_new,1,1,2,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__bill_budget,OLE Nepal E-Paath,grade3/math/bill_budget,https://epaath.olenepal.org/activity/grade3/math/bill_budget/,3,math,mathematics,bill_budget,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__capaciti_i_new,OLE Nepal E-Paath,grade3/math/capaciti_i_new,https://epaath.olenepal.org/activity/grade3/math/capaciti_i_new/,3,math,mathematics,capaciti_i_new,1,1,6,1,1,7,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__capacity_ii_new,OLE Nepal E-Paath,grade3/math/capacity_ii_new,https://epaath.olenepal.org/activity/grade3/math/capacity_ii_new/,3,math,mathematics,capacity_ii_new,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__comparison_of_numbers_new,OLE Nepal E-Paath,grade3/math/comparison_of_numbers_new,https://epaath.olenepal.org/activity/grade3/math/comparison_of_numbers_new/,3,math,mathematics,comparison_of_numbers_new,1,1,4,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__decimal_numbers,OLE Nepal E-Paath,grade3/math/decimal_numbers,https://epaath.olenepal.org/activity/grade3/math/decimal_numbers/,3,math,mathematics,decimal_numbers,1,1,9,1,1,9,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__division,OLE Nepal E-Paath,grade3/math/division,https://epaath.olenepal.org/activity/grade3/math/division/,3,math,mathematics,division,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__even_and_odd,OLE Nepal E-Paath,grade3/math/even_and_odd,https://epaath.olenepal.org/activity/grade3/math/even_and_odd/,3,math,mathematics,even_and_odd,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__four_digit_number,OLE Nepal E-Paath,grade3/math/four_digit_number,https://epaath.olenepal.org/activity/grade3/math/four_digit_number/,3,math,mathematics,four_digit_number,1,1,7,1,1,8,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__fractions,OLE Nepal E-Paath,grade3/math/fractions,https://epaath.olenepal.org/activity/grade3/math/fractions/,3,math,mathematics,fractions,1,1,6,1,1,6,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__linesegment,OLE Nepal E-Paath,grade3/math/linesegment,https://epaath.olenepal.org/activity/grade3/math/linesegment/,3,math,mathematics,linesegment,1,1,2,1,1,2,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__money,OLE Nepal E-Paath,grade3/math/money,https://epaath.olenepal.org/activity/grade3/math/money/,3,math,mathematics,money,1,1,5,1,1,5,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
EPAATH_grade3__math__multiplication_iii,OLE Nepal E-Paath,grade3/math/multiplication_iii,https://epaath.olenepal.org/activity/grade3/math/multiplication_iii/,3,math,mathematics,multiplication_iii,1,1,3,1,1,3,bilingual_module,en-ne,,,2026-05-19T04:38:01Z,2026-05-19T04:56:47Z,discovered,early_grade_learning_candidate
